O*NET-SOC Code,Title,Workplace Example,Element ID,Element Name,Hot Technology,In Demand
41-1011.00,First-Line Supervisors of Retail Sales Workers,The Retail Solution,2.E.9.j,Point of sale POS software,N,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,Time card software,2.E.1.c,Human resources software,N,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,TimeTrak Systems ClocTrack,2.E.2.e,Time accounting software,N,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,TimeTrak Systems SchedTrak,2.E.4.h,Calendar and scheduling software,N,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,True North Computer Retail Plus,2.E.9.j,Point of sale POS software,N,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,VeriFone PC Charge Pro,2.E.9.j,Point of sale POS software,N,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,Vigilant,2.E.9.j,Point of sale POS software,N,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,Visual Retail Plus,2.E.9.j,Point of sale POS software,N,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,WinMan SureSell,2.E.9.j,Point of sale POS software,N,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,Yardi software,2.E.6.f,Data base user interface and query software,Y,N
41-1011.00,First-Line Supervisors of Retail Sales Workers,YouTube,2.E.4.c,Video creation and editing software,N,N
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,Budgeting software,2.E.2.a,Accounting software,N,N
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,Cisco Webex,2.E.16.b,Video conferencing software,Y,N
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,Customer information databases,2.E.6.c,Customer relationship management CRM software,N,N
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,Delphi Discovery,2.E.2.d,Financial analysis software,N,N
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,Delphi Technology,2.E.2.d,Financial analysis software,N,N
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,Electronic data interchange EDI software,2.E.7.c,Enterprise application integration software,N,N
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,Financial accounting software,2.E.2.a,Accounting software,N,N
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,Flow chart software,2.E.1.p,Process mapping and design software,N,N
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,Fuze cloud communications and collaboration software,2.E.16.b,Video conferencing software,N,N
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,Graphics creation software,2.E.4.b,Graphics or photo imaging software,N,N
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,Microsoft Access,2.E.6.f,Data base user interface and query software,Y,N
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,Microsoft Dynamics,2.E.2.b,Enterprise resource planning ERP software,N,N
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,Microsoft Excel,2.E.4.i,Spreadsheet software,Y,Y
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,Microsoft Office software,2.E.1.k,Office suite software,Y,Y
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,Microsoft Outlook,2.E.16.a,Electronic mail software,Y,Y
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,Microsoft PowerPoint,2.E.4.f,Presentation software,Y,Y
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,Microsoft Project,2.E.1.e,Project management software,Y,N
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,Microsoft Word,2.E.4.d,Word processing software,Y,N
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,NetSuite ERP,2.E.2.b,Enterprise resource planning ERP software,N,N
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,Online meeting software,2.E.16.b,Video conferencing software,N,N
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,Oracle Eloqua,2.E.6.c,Customer relationship management CRM software,N,N
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,QuickBase business management software,2.E.6.f,Data base user interface and query software,N,N
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,Salesforce software,2.E.6.c,Customer relationship management CRM software,Y,Y
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,Salesforce.com Salesforce CRM,2.E.6.c,Customer relationship management CRM software,N,N
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,SAP software,2.E.2.b,Enterprise resource planning ERP software,Y,N
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,SugarCRM Sugar UX,2.E.6.c,Customer relationship management CRM software,N,N
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,Web browser software,2.E.10.e,Internet browser software,N,N
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,Work scheduling software,2.E.4.h,Calendar and scheduling software,N,N
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,YouTube,2.E.4.c,Video creation and editing software,N,N
41-2011.00,Cashiers,AFEXDirect,2.E.9.j,Point of sale POS software,N,N
41-2011.00,Cashiers,Apple Safari,2.E.10.e,Internet browser software,Y,N
41-2011.00,Cashiers,Bookkeeping software,2.E.2.a,Accounting software,N,N
41-2011.00,Cashiers,Database software,2.E.6.f,Data base user interface and query software,N,N
41-2011.00,Cashiers,Electronic medical record EMR software,2.E.9.i,Medical software,N,N
41-2011.00,Cashiers,Handheld computer device software,2.E.13.c,Operating system software,N,N
41-2011.00,Cashiers,Microsoft Edge,2.E.10.e,Internet browser software,Y,N
41-2011.00,Cashiers,Microsoft Excel,2.E.4.i,Spreadsheet software,Y,N
41-2011.00,Cashiers,Microsoft Office software,2.E.1.k,Office suite software,Y,N
41-2011.00,Cashiers,Microsoft Windows,2.E.13.c,Operating system software,Y,N
41-2011.00,Cashiers,Mozilla Firefox,2.E.10.e,Internet browser software,Y,N
41-2011.00,Cashiers,ReliaSoft Prism,2.E.6.f,Data base user interface and query software,N,N
41-2012.00,Gambling Change Persons and Booth Cashiers,Microsoft Excel,2.E.4.i,Spreadsheet software,Y,Y
41-2012.00,Gambling Change Persons and Booth Cashiers,Microsoft Word,2.E.4.d,Word processing software,Y,N
41-2021.00,Counter and Rental Clerks,Database software,2.E.6.f,Data base user interface and query software,N,N
41-2021.00,Counter and Rental Clerks,Inventory management systems,2.E.1.f,Inventory management software,N,N
41-2021.00,Counter and Rental Clerks,Microsoft Excel,2.E.4.i,Spreadsheet software,Y,Y
41-2021.00,Counter and Rental Clerks,Microsoft Office software,2.E.1.k,Office suite software,Y,Y
41-2021.00,Counter and Rental Clerks,Microsoft Outlook,2.E.16.a,Electronic mail software,Y,Y
41-2021.00,Counter and Rental Clerks,Microsoft PowerPoint,2.E.4.f,Presentation software,Y,N
41-2021.00,Counter and Rental Clerks,Microsoft Word,2.E.4.d,Word processing software,Y,N
41-2021.00,Counter and Rental Clerks,Oracle Database,2.E.6.f,Data base user interface and query software,Y,N
41-2022.00,Parts Salespersons,Adobe Acrobat,2.E.5.b,Document management software,Y,N
41-2022.00,Parts Salespersons,Customer information databases,2.E.6.c,Customer relationship management CRM software,N,N
41-2022.00,Parts Salespersons,Inventory control system software,2.E.1.f,Inventory management software,N,Y
41-2022.00,Parts Salespersons,Inventory management systems,2.E.1.f,Inventory management software,N,Y
41-2022.00,Parts Salespersons,Inventory tracking software,2.E.1.f,Inventory management software,N,N
41-2022.00,Parts Salespersons,Microsoft Excel,2.E.4.i,Spreadsheet software,Y,Y
41-2022.00,Parts Salespersons,Microsoft Office software,2.E.1.k,Office suite software,Y,Y
41-2022.00,Parts Salespersons,Microsoft Outlook,2.E.16.a,Electronic mail software,Y,N
41-2022.00,Parts Salespersons,Microsoft PowerPoint,2.E.4.f,Presentation software,Y,N
41-2022.00,Parts Salespersons,Microsoft Word,2.E.4.d,Word processing software,Y,Y
41-2022.00,Parts Salespersons,SAP software,2.E.2.b,Enterprise resource planning ERP software,Y,N
41-2022.00,Parts Salespersons,SmugMug Flickr,2.E.4.b,Graphics or photo imaging software,N,N
41-2022.00,Parts Salespersons,Web browser software,2.E.10.e,Internet browser software,N,N
41-2031.00,Retail Salespersons,Adobe Acrobat,2.E.5.b,Document management software,Y,N
41-2031.00,Retail Salespersons,Adobe Creative Cloud software,2.E.4.b,Graphics or photo imaging software,Y,N
41-2031.00,Retail Salespersons,Adobe Illustrator,2.E.4.b,Graphics or photo imaging software,Y,N
41-2031.00,Retail Salespersons,Adobe InDesign,2.E.4.k,Desktop publishing software,Y,N
41-2031.00,Retail Salespersons,Adobe Photoshop,2.E.4.b,Graphics or photo imaging software,Y,N
41-2031.00,Retail Salespersons,Advanced Retail Management Systems Retail Pro,2.E.9.j,Point of sale POS software,N,N
41-2031.00,Retail Salespersons,American Precision Instruments Regit,2.E.9.j,Point of sale POS software,N,N
41-2031.00,Retail Salespersons,Apple macOS,2.E.13.c,Operating system software,Y,N
41-2031.00,Retail Salespersons,Apple Safari,2.E.10.e,Internet browser software,Y,N
41-2031.00,Retail Salespersons,ASI Point of Sale,2.E.9.j,Point of sale POS software,N,N
41-2031.00,Retail Salespersons,Attitude POS itive AccuPOS Retail,2.E.9.j,Point of sale POS software,N,N
41-2031.00,Retail Salespersons,Autodesk AutoCAD,2.E.9.c,Computer aided design CAD software,Y,N
41-2031.00,Retail Salespersons,Bibase 4POS Retail,2.E.9.j,Point of sale POS software,N,N
41-2031.00,Retail Salespersons,Blink,2.E.16.d,Instant messaging software,N,N
41-2031.00,Retail Salespersons,CAP Automation SellWise,2.E.9.j,Point of sale POS software,N,N
41-2031.00,Retail Salespersons,Comcash ERP,2.E.9.j,Point of sale POS software,N,N
41-2031.00,Retail Salespersons,CompuTant CounterPoint,2.E.9.j,Point of sale POS software,N,N
41-2031.00,Retail Salespersons,CyberMatrix,2.E.9.j,Point of sale POS software,N,N
41-2031.00,Retail Salespersons,Data entry software,2.E.6.f,Data base user interface and query software,N,N
41-2031.00,Retail Salespersons,Database software,2.E.6.f,Data base user interface and query software,N,N
41-2031.00,Retail Salespersons,Datasym SYMFINITE,2.E.9.j,Point of sale POS software,N,N
41-2031.00,Retail Salespersons,Eclipse IDE,2.E.7.b,Development environment software,Y,N
41-2031.00,Retail Salespersons,Exact business software,2.E.1.c,Human resources software,N,N
41-2031.00,Retail Salespersons,EZ Software Solutions,2.E.9.j,Point of sale POS software,N,N
41-2031.00,Retail Salespersons,Facebook,2.E.4.g,Web page creation and editing software,Y,N
41-2031.00,Retail Salespersons,FileMaker Pro,2.E.6.f,Data base user interface and query software,N,N
41-2031.00,Retail Salespersons,Gift registry software,2.E.6.f,Data base user interface and query software,N,N
41-2031.00,Retail Salespersons,Google Docs,2.E.4.d,Word processing software,Y,N
41-2031.00,Retail Salespersons,Google Drive,2.E.16.i,Cloud-based data access and sharing software,N,N
41-2031.00,Retail Salespersons,Google Meet,2.E.16.b,Video conferencing software,N,N
41-2031.00,Retail Salespersons,GroupMe,2.E.16.d,Instant messaging software,N,N
41-2031.00,Retail Salespersons,Handheld computer device software,2.E.13.c,Operating system software,N,N
41-2031.00,Retail Salespersons,IBM Notes,2.E.16.a,Electronic mail software,N,N
41-2031.00,Retail Salespersons,Infocorp Computer Solutions $mart System,2.E.9.j,Point of sale POS software,N,N
41-2031.00,Retail Salespersons,Infocorp Softwear/POS,2.E.9.j,Point of sale POS software,N,N
41-2031.00,Retail Salespersons,Intuit QuickBooks,2.E.2.a,Accounting software,Y,N
41-2031.00,Retail Salespersons,Inventory management systems,2.E.1.f,Inventory management software,N,N
41-2031.00,Retail Salespersons,iQmetrix RQ4 Retail Management System,2.E.9.j,Point of sale POS software,N,N
41-2031.00,Retail Salespersons,LinkedIn,2.E.4.g,Web page creation and editing software,N,N
41-2031.00,Retail Salespersons,LOB RetailPoint,2.E.9.j,Point of sale POS software,N,N
41-2031.00,Retail Salespersons,Logisoft Positive Pos System,2.E.9.j,Point of sale POS software,N,N
41-2031.00,Retail Salespersons,ManageMore Cellular Manager,2.E.9.j,Point of sale POS software,N,N
41-2031.00,Retail Salespersons,Master Merchant Systems Music Store,2.E.9.j,Point of sale POS software,N,N
41-2031.00,Retail Salespersons,MicroBiz,2.E.9.j,Point of sale POS software,N,N
41-2031.00,Retail Salespersons,Microsoft Access,2.E.6.f,Data base user interface and query software,Y,N
41-2031.00,Retail Salespersons,Microsoft Dynamics,2.E.6.c,Customer relationship management CRM software,N,N
41-2031.00,Retail Salespersons,Microsoft Edge,2.E.10.e,Internet browser software,Y,N
41-2031.00,Retail Salespersons,Microsoft Excel,2.E.4.i,Spreadsheet software,Y,N
41-2031.00,Retail Salespersons,Microsoft Office software,2.E.1.k,Office suite software,Y,N
41-2031.00,Retail Salespersons,Microsoft Outlook,2.E.16.a,Electronic mail software,Y,N
41-2031.00,Retail Salespersons,Microsoft PowerPoint,2.E.4.f,Presentation software,Y,N
41-2031.00,Retail Salespersons,Microsoft SharePoint,2.E.5.b,Document management software,Y,N
41-2031.00,Retail Salespersons,Microsoft Windows,2.E.13.c,Operating system software,Y,N
41-2031.00,Retail Salespersons,Microsoft Word,2.E.4.d,Word processing software,Y,N
41-2031.00,Retail Salespersons,Millennium Software Atrex,2.E.9.j,Point of sale POS software,N,N
41-2031.00,Retail Salespersons,Mozilla Firefox,2.E.10.e,Internet browser software,Y,N
41-2031.00,Retail Salespersons,Oracle PeopleSoft,2.E.2.b,Enterprise resource planning ERP software,Y,N
41-2031.00,Retail Salespersons,Plexis Software Plexis POS,2.E.9.j,Point of sale POS software,N,N
41-2031.00,Retail Salespersons,Point of sale POS bookstore software,2.E.9.j,Point of sale POS software,N,N
41-2031.00,Retail Salespersons,Point of sale POS parts and services software,2.E.9.j,Point of sale POS software,N,N
41-2031.00,Retail Salespersons,RiscStation POSSum,2.E.9.j,Point of sale POS software,N,N
41-2031.00,Retail Salespersons,Sage 50 Accounting,2.E.2.a,Accounting software,N,N
41-2031.00,Retail Salespersons,Sage 50 Accounting Software,2.E.9.j,Point of sale POS software,N,N
41-2031.00,Retail Salespersons,Salesforce software,2.E.6.c,Customer relationship management CRM software,Y,N
41-2031.00,Retail Salespersons,SAP software,2.E.2.b,Enterprise resource planning ERP software,Y,N
41-2031.00,Retail Salespersons,SBS Keystroke,2.E.9.j,Point of sale POS software,N,N
41-2031.00,Retail Salespersons,Semicron Systems,2.E.9.j,Point of sale POS software,N,N
41-2031.00,Retail Salespersons,SmugMug Flickr,2.E.4.b,Graphics or photo imaging software,N,N
41-2031.00,Retail Salespersons,Social media sites,2.E.4.g,Web page creation and editing software,N,N
41-2031.00,Retail Salespersons,Softpedia ShopInvo,2.E.9.j,Point of sale POS software,N,N
41-2031.00,Retail Salespersons,System3 POS software,2.E.9.j,Point of sale POS software,N,N
41-2031.00,Retail Salespersons,The General Store,2.E.9.j,Point of sale POS software,N,N
41-2031.00,Retail Salespersons,The Retail Solution,2.E.9.j,Point of sale POS software,N,N
41-2031.00,Retail Salespersons,TokenWorks Magnetic Card Reader,2.E.9.j,Point of sale POS software,N,N
41-2031.00,Retail Salespersons,True North Computer Retail Plus,2.E.9.j,Point of sale POS software,N,N
41-2031.00,Retail Salespersons,VeriFone PC Charge Pro,2.E.9.j,Point of sale POS software,N,N
41-2031.00,Retail Salespersons,Vigilant,2.E.9.j,Point of sale POS software,N,N
41-2031.00,Retail Salespersons,Visual Retail Plus,2.E.9.j,Point of sale POS software,N,N
41-2031.00,Retail Salespersons,WinMan SureSell,2.E.9.j,Point of sale POS software,N,N
41-2031.00,Retail Salespersons,YouTube,2.E.4.c,Video creation and editing software,N,N
